1.166490334498517245e-01,7.919000312941844311e-02,-6.555674797658026486e-03,-6.616810404226269524e-03,-6.824262801995621686e-02,-1.837101036968392664e-01,-1.869354908437141638e-01,8.579230198294644782e-02,-9.399907346597353996e-03,1.110353633611349949e-01,2.465625251404495177e-01,-1.686268054167094910e-02,1.907665524549449487e-01,1.210363575856343715e-01,-1.398527076715880002e-01,1.939667613663653423e-01,4.168435095138445234e-02,-2.538442011925632347e-01,-1.926902183583322770e-01,-2.883134559467968039e-01,-1.149912023429862790e-01,7.693571616118785594e-02,-2.375675875528120151e-01,-1.499185443142841412e-01,3.321236546999694478e-02,-8.261664039649227465e-02,1.758976826117757408e-01,1.506592543863585765e-01,-3.603219573304850543e-01,-1.494839397966945538e-01,-2.171554095819541175e-01,-2.394995082923690455e-01,-1.859020134982402317e-01,-2.674918516332690233e-02,-5.069412392573099252e-02,1.006211727806563538e-01
-1.317618760984259785e+00,-5.397058742175359775e-02,-3.558144002567671937e-01,-1.788366216004475096e+00,1.680667536394830353e-01,1.032947131736497853e-01,1.178084432103215923e-01,-2.344389426183156044e-01,3.409035652013496231e-01,-7.995882200845726151e-02,2.056846232526427995e-02,-1.082656641755085081e-01,5.697662674393220300e-02,-1.461721671179402327e-01,-2.024344230846139847e-01,1.938383809919483891e-01,2.988246397209279870e-01,1.953292445882434947e-01,4.776224261879338773e-04,1.353676122236771862e-01,7.005771169587188263e-02,-1.162855927913666099e+00,-8.987090839369671347e-01,-5.203635688315292329e-01,2.196309595425190997e-01,2.707148307685147692e-01,3.897088624547796060e-02,4.697738780644281076e-02,-2.122993490814798767e-01,1.111202450498905842e-01,2.888760352903395612e-01,-1.331617249290167060e-01,9.951249656480485109e-03,-1.512466863173419010e-02,-3.474866840554972636e-01,-1.339758709678021409e-01
7.804762185542704622e-02,-1.484909748520082395e-01,-2.501758888876479126e-01,1.744615353052857698e-01,1.555378757763355713e-01,-1.277212989472548479e-02,-2.457948544292784532e-01,2.596387631347902292e-01,-5.432861975613823002e-02,-2.505020332934643768e-01,-8.718770867169391148e-02,-1.082238221608820689e-01,1.298498028051643938e-01,-7.428501427328433604e-02,-4.890004773870652854e-02,4.244179619779100965e-02,3.302046014289605758e-01,-2.182183768871705232e-01,1.994849123997302631e-01,-1.736176739137936798e-01,-1.979501999829888503e-01,-1.975925335434565444e-01,1.008890270314847515e-01,-2.482595287663947881e-01,-1.440883102165216312e-01,-3.126817650831628104e-01,7.180565457052913436e-02,2.559439409153861922e-01,1.159001972141257414e-01,-3.084827331445703924e-02,-1.458623641214231575e-02,-3.092126558299806427e-01,-1.448493947614672150e-01,-2.103731038840835343e-01,-1.175957788271599774e-02,-1.498913117168111098e-01
-9.781018255982860173e-04,9.382283882498977656e-02,1.734714573175242802e-01,-3.552203735775400495e-01,3.505133324184495636e-01,3.103731916468874807e-01,-9.827606234443586608e-02,1.713498556012050533e-01,1.055442050479263733e-01,-3.188265265766065393e-01,2.393925800162804984e-01,1.018109229772999787e-02,-3.081510741946603682e-01,2.575635516898701072e-01,-3.529643556252544112e-01,-3.567657745647979661e-01,2.524752544888795303e-01,-9.256793585127706669e-02,-1.558240353830972480e-01,-1.545307269058903976e-01,1.101274353020240959e-01,1.531590279315487302e-01,-9.891130572009186606e-02,3.441793516997583846e-01,-4.691129337912915143e-02,-3.823317417731372236e-01,-5.225642919707551570e-01,1.682688039799179747e-01,5.299140866395615213e-01,1.257223813874750185e-01,1.263246791940607627e-01,-2.668026579385048280e-01,3.078254835240468723e-01,5.341118224948227314e-03,-3.543133711509878214e-01,6.892237959268940339e-02
4.586353772774530435e-02,7.396122425521466093e-02,-1.020342002817515858e-01,2.386910108735375013e-01,-4.327841498402094644e-01,-1.755941680363193869e-01,-6.666589561296646371e-01,-2.578321838021759849e-01,5.983433626963460122e-02,7.820476314768119719e-02,4.189763601885218569e-01,-2.642163470697464142e-02,4.848116208340185612e-02,3.738184631531595303e-01,-4.588947828676737117e-01,3.978546725291601249e-01,3.882379153477562572e-01,-4.999375593663075157e-01,5.250176701879043922e-02,5.168763007817164246e-01,-6.949019999372529899e-01,-7.715455551130764866e-02,-1.139103548462247761e-01,-1.226839777970877149e-01,1.763819106610490725e-02,-1.158664095330874805e-01,-1.233561983022354175e-01,6.828261235960975117e-02,6.862482281475699997e-02,-4.571969774920927598e-01,-1.947501914384572597e-01,6.708265030602343637e-02,-8.665816252920142959e-02,5.536560207520717369e-02,2.365021076515777809e-01,5.980390900200985294e-02
5.570649117470415773e-02,1.111058683747602333e-01,6.063910449524797380e-02,1.186523052299195413e-01,4.456584817221809214e-02,6.352030368600394827e-02,6.005485223881017881e-02,1.144673638091489032e-01,1.772216080430859542e-01,1.237254388484149564e-01,-2.151283270167488881e-01,7.212291681830042267e-02,8.117596354626747945e-02,-1.956260949288360709e-02,2.946260800258855908e-02,-2.341659374945546240e-02,-1.022466454031653871e-01,-4.415061387781954449e-02,-2.742657544679771853e-02,7.914448967412168745e-02,-3.476440491770593777e-02,-5.504956335262126133e-02,2.032892530683241272e-01,-9.818185148100232185e-02,-1.621996712797804385e-01,-1.173774488334016625e-01,2.111664929260356066e-02,1.024192650474312211e-01,2.225830847083741949e-03,8.374763485415212538e-02,-7.962547114388039693e-02,-3.335540901758863013e-03,1.094011694662728462e-01,1.356980674039578172e-01,1.179843090744273487e-01,-5.150426258411353736e-02
1.776263115686706751e-01,-3.611240947349465824e-02,3.675075710526232858e-02,-2.092591620847955233e-02,-5.500125552780858740e-02,-1.430251093329946710e-01,2.693747341177160637e-02,4.452285939956800165e-02,-1.152968814966005492e-02,3.166322786344735046e-02,1.025358682132922750e-01,-6.359532316934835006e-02,2.285828033221819905e-02,-1.169106043010412349e-01,1.831399769791361154e-01,-7.773229681761954779e-02,9.676090486150874803e-02,-9.121033820237336998e-02,8.809890171853661245e-02,8.246344665783969519e-02,-7.944658783424528303e-02,-4.721010028405813602e-02,1.478168171665998898e-01,3.959177854848493910e-02,9.614955759301757610e-02,1.007026694795963712e-01,1.788475471661130078e-02,-1.558763407924558808e-01,-2.433383117417698693e-01,-5.502934347099833201e-02,-1.247048714245488181e-02,-1.184775534305555766e-01,-3.374463280101391155e-02,1.423748299990705291e-01,-2.959783781877087933e-02,1.453374661445483787e-02
-1.915732298793523025e+00,-2.218702215302253755e+00,4.852701305679502641e-01,6.660539695043447006e-01,1.409593048893615086e-01,-2.680361578311735382e+00,-2.170655501480970861e-01,7.293270940371023858e-01,-9.635620281792751651e-01,-1.175576193416295157e+00,-1.457630132187940353e+00,-4.366508361513014164e-02,-6.310530577012748998e-02,7.938055161870072318e-01,-1.497926322286848889e-02,2.106869202285449327e-01,-5.996182415007762084e-02,4.126164092966097541e-02,2.356640914694577427e-01,-2.950514574532813183e-01,3.275197409479240207e-01,-9.935315113834236600e-01,-5.011609182575121890e-01,1.225759899903249739e+00,-6.523487417779330055e-01,-1.470210292603250091e+00,-9.462964275481865473e-01,-6.030367584322138264e-01,-2.045195497688371944e+00,-6.436564357979164264e-01,-9.786696200299092874e-02,-2.504031629720901098e+00,-1.040345643147960075e+00,-7.860055414390226813e-01,-3.932465674408626433e-02,-2.036297415923301879e-01
1.047536983265377059e-01,-2.207167434281418206e-01,-3.772403876020140601e-01,3.126920575513341127e-01,7.166462863438019526e-02,-1.412063037227998807e-01,1.423140799183033323e-01,3.913253596833979331e-02,9.312310435993396973e-02,8.318691367909201995e-02,-1.384300000222742077e-01,1.981046065135222758e-02,5.347979824444708263e-02,-1.450707422416063104e-02,2.290193075961534097e-01,1.433280311586423161e-01,4.149385866297696651e-02,2.955866609706505055e-01,2.889984402443132594e-01,-1.481692119698874710e-01,9.049231102741413235e-02,-2.199762154382176316e-01,-1.811250226925606721e-01,2.553212475306224638e-01,4.583731489563760420e-01,-1.414123522817242185e-01,-6.170624875754734395e-01,1.335548440278300775e-01,6.031802788831735346e-03,1.980160722834041209e-01,5.587195147623413849e-02,-4.635599478082662317e-02,-2.746004211498631609e-02,-2.322962363850882839e-01,-2.671099218256069441e-01,-3.995397906806242849e-01
-5.474881002745857900e-02,-5.514953997823255488e-02,-3.324707767281391280e-01,4.579476106773437000e-02,2.411751915232275209e-02,-8.441121997382744491e-02,-3.732706930906074527e-01,1.357734218354711142e-01,4.458247145367635195e-02,4.314821064185672683e-02,1.248479854265824168e-01,2.872048678153783507e-01,-1.007602167390762721e-01,-9.003050489524072608e-03,-1.726863736654460357e-01,3.493309722915904914e-02,-1.094850322206283866e-02,-3.777360268854861314e-01,8.528283921620765165e-03,4.481120669333427120e-02,-1.183014316142807221e-01,4.442869170247275984e-02,4.777389795052248284e-02,-1.914034836005239215e-02,-1.104188378045642127e-01,2.119811776607234410e-01,-1.653907226523505802e-01,-2.565923711385966755e-01,-3.145611645619578178e-01,6.908495801661253266e-02,-2.226187825105897453e-02,-3.653498815234197949e-01,9.438536488714027728e-02,3.715670523584708729e-01,3.070688812944623036e-01,-1.975664820112017425e-02
