ID,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19
2,-58,-54,-55,-60,-68,-64,-65,-70,-69,0,0,0,-75,-65,0,0,-68,-76,-75
2,-58,-54,-55,-60,-68,-64,-65,-70,-69,0,0,0,-75,-65,0,0,-68,-76,-75
2,-58,-54,-55,-60,-68,-64,-65,-70,-69,0,0,0,-75,-65,0,0,-68,-76,-75
2,-68,-43,-53,-62,-63,-63,-62,-63,-68,-73,-73,-56,-69,-69,-69,-69,-75,-71,-68
2,-68,-43,-53,-62,-63,-63,-62,-63,-68,-73,-73,-56,-69,-69,-69,-69,-75,-71,-68
2,-68,-43,-53,-62,-63,-63,-62,-63,-68,-73,-73,-56,-69,-69,-69,-69,-75,-71,-68
2,-68,-43,-53,-62,-63,-63,-62,-63,-68,-73,-73,-56,-69,-69,-69,-69,-75,-71,-68
2,-68,-43,-53,-62,-63,-63,-62,-63,-68,-73,-73,-56,-69,-69,-69,-69,-75,-71,-68
2,-68,-43,-53,-62,-63,-63,-62,-63,-68,-73,-73,-56,-69,-69,-69,-69,-75,-71,-68
2,-68,-43,-53,-62,-63,-63,-62,-63,-68,-73,-73,-56,-69,-69,-69,-69,-75,-71,-68
2,-68,-43,-53,-62,-63,-63,-62,-63,-68,-73,-73,-56,-69,-69,-69,-69,-75,-71,-68
2,-56,-42,-52,-59,-67,-63,-65,-66,-74,-70,-68,-61,-68,-67,-68,-66,0,-68,-70
2,-56,-42,-52,-59,-67,-63,-65,-66,-74,-70,-68,-61,-68,-67,-68,-66,0,-68,-70
2,-56,-42,-52,-59,-67,-63,-65,-66,-74,-70,-68,-61,-68,-67,-68,-66,0,-68,-70
2,-56,-42,-52,-59,-67,-63,-65,-66,-74,-70,-68,-61,-68,-67,-68,-66,0,-68,-70
2,-56,-42,-52,-59,-67,-63,-65,-66,-74,-70,-68,-61,-68,-67,-68,-66,0,-68,-70
2,-56,-42,-52,-59,-67,-63,-65,-66,-74,-70,-68,-61,-68,-67,-68,-66,0,-68,-70
2,-56,-42,-52,-59,-67,-63,-65,-66,-74,-70,-68,-61,-68,-67,-68,-66,0,-68,-70
2,-56,-42,-52,-59,-67,-63,-65,-66,-74,-70,-68,-61,-68,-67,-68,-66,0,-68,-70
2,-56,-42,-52,-59,-67,-63,-65,-66,-74,-70,-68,-61,-68,-67,-68,-66,0,-68,-70
2,-62,-56,-47,-60,-65,-55,-64,-78,-72,-71,-66,-71,-76,-61,-76,-81,-80,-70,-74
2,-62,-56,-47,-60,-65,-55,-64,-78,-72,-71,-66,-71,-76,-61,-76,-81,-80,-70,-74
2,-62,-56,-47,-60,-65,-55,-64,-78,-72,-71,-66,-71,-76,-61,-76,-81,-80,-70,-74
2,-62,-56,-47,-60,-65,-55,-64,-78,-72,-71,-66,-71,-76,-61,-76,-81,-80,-70,-74
2,-62,-56,-47,-60,-65,-55,-64,-78,-72,-71,-66,-71,-76,-61,-76,-81,-80,-70,-74
2,-62,-56,-47,-60,-65,-55,-64,-78,-72,-71,-66,-71,-76,-61,-76,-81,-80,-70,-74
2,-62,-56,-47,-60,-65,-55,-64,-78,-72,-71,-66,-71,-76,-61,-76,-81,-80,-70,-74
2,-62,-56,-47,-60,-65,-55,-64,-78,-72,-71,-66,-71,-76,-61,-76,-81,-80,-70,-74
2,-76,-46,-52,-58,-71,-62,-65,-64,-72,-70,-72,-74,-73,-70,-74,-77,-75,-75,-72
2,-76,-46,-52,-58,-71,-62,-65,-64,-72,-70,-72,-74,-73,-70,-74,-77,-75,-75,-72
2,-76,-46,-52,-58,-71,-62,-65,-64,-72,-70,-72,-74,-73,-70,-74,-77,-75,-75,-72
2,-76,-46,-52,-58,-71,-62,-65,-64,-72,-70,-72,-74,-73,-70,-74,-77,-75,-75,-72
2,-76,-46,-52,-58,-71,-62,-65,-64,-72,-70,-72,-74,-73,-70,-74,-77,-75,-75,-72
2,-76,-46,-52,-58,-71,-62,-65,-64,-72,-70,-72,-74,-73,-70,-74,-77,-75,-75,-72
2,-76,-46,-52,-58,-71,-62,-65,-64,-72,-70,-72,-74,-73,-70,-74,-77,-75,-75,-72
2,-76,-46,-52,-58,-71,-62,-65,-64,-72,-70,-72,-74,-73,-70,-74,-77,-75,-75,-72
2,-62,-43,-52,-64,-68,-57,-62,-64,-65,-73,-76,-62,-67,-75,-71,-78,-73,-75,-76
2,-62,-43,-52,-64,-68,-57,-62,-64,-65,-73,-76,-62,-67,-75,-71,-78,-73,-75,-76
2,-62,-43,-52,-64,-68,-57,-62,-64,-65,-73,-76,-62,-67,-75,-71,-78,-73,-75,-76
2,-62,-43,-52,-64,-68,-57,-62,-64,-65,-73,-76,-62,-67,-75,-71,-78,-73,-75,-76
2,-62,-43,-52,-64,-68,-57,-62,-64,-65,-73,-76,-62,-67,-75,-71,-78,-73,-75,-76
2,-62,-43,-52,-64,-68,-57,-62,-64,-65,-73,-76,-62,-67,-75,-71,-78,-73,-75,-76
2,-62,-43,-52,-64,-68,-57,-62,-64,-65,-73,-76,-62,-67,-75,-71,-78,-73,-75,-76
2,-62,-43,-52,-64,-68,-57,-62,-64,-65,-73,-76,-62,-67,-75,-71,-78,-73,-75,-76
2,-65,-38,-57,-62,0,-56,-61,-68,-68,-71,-67,-72,-67,-66,-64,-72,-76,-68,-62
2,-65,-38,-57,-62,0,-56,-61,-68,-68,-71,-67,-72,-67,-66,-64,-72,-76,-68,-62
2,-65,-38,-57,-62,0,-56,-61,-68,-68,-71,-67,-72,-67,-66,-64,-72,-76,-68,-62
2,-65,-38,-57,-62,0,-56,-61,-68,-68,-71,-67,-72,-67,-66,-64,-72,-76,-68,-62
2,-65,-38,-57,-62,0,-56,-61,-68,-68,-71,-67,-72,-67,-66,-64,-72,-76,-68,-62
2,-65,-38,-57,-62,0,-56,-61,-68,-68,-71,-67,-72,-67,-66,-64,-72,-76,-68,-62
2,-65,-38,-57,-62,0,-56,-61,-68,-68,-71,-67,-72,-67,-66,-64,-72,-76,-68,-62
2,-65,-38,-57,-62,0,-56,-61,-68,-68,-71,-67,-72,-67,-66,-64,-72,-76,-68,-62
2,-65,-39,-53,-61,-70,-63,-58,-67,-70,-74,-70,-64,-67,-44,-75,-72,-75,-72,-73
2,-65,-39,-53,-61,-70,-63,-58,-67,-70,-74,-70,-64,-67,-44,-75,-72,-75,-72,-73
2,-65,-39,-53,-61,-70,-63,-58,-67,-70,-74,-70,-64,-67,-44,-75,-72,-75,-72,-73
2,-65,-39,-53,-61,-70,-63,-58,-67,-70,-74,-70,-64,-67,-44,-75,-72,-75,-72,-73
2,-65,-39,-53,-61,-70,-63,-58,-67,-70,-74,-70,-64,-67,-44,-75,-72,-75,-72,-73
2,-65,-39,-53,-61,-70,-63,-58,-67,-70,-74,-70,-64,-67,-44,-75,-72,-75,-72,-73
2,-65,-39,-53,-61,-70,-63,-58,-67,-70,-74,-70,-64,-67,-44,-75,-72,-75,-72,-73
2,-65,-39,-53,-61,-70,-63,-58,-67,-70,-74,-70,-64,-67,-44,-75,-72,-75,-72,-73
2,-73,-47,-50,-60,-72,-61,-65,-69,-72,-64,-66,-68,-72,-67,-70,0,-81,-72,-72
2,-73,-47,-50,-60,-72,-61,-65,-69,-72,-64,-66,-68,-72,-67,-70,0,-81,-72,-72
2,-73,-47,-50,-60,-72,-61,-65,-69,-72,-64,-66,-68,-72,-67,-70,0,-81,-72,-72
2,-73,-47,-50,-60,-72,-61,-65,-69,-72,-64,-66,-68,-72,-67,-70,0,-81,-72,-72
2,-73,-47,-50,-60,-72,-61,-65,-69,-72,-64,-66,-68,-72,-67,-70,0,-81,-72,-72
2,-73,-47,-50,-60,-72,-61,-65,-69,-72,-64,-66,-68,-72,-67,-70,0,-81,-72,-72
2,-73,-47,-50,-60,-72,-61,-65,-69,-72,-64,-66,-68,-72,-67,-70,0,-81,-72,-72
2,-73,-47,-50,-60,-72,-61,-65,-69,-72,-64,-66,-68,-72,-67,-70,0,-81,-72,-72
2,-73,-47,-50,-60,-72,-61,-65,-69,-72,-64,-66,-68,-72,-67,-70,0,-81,-72,-72
2,-43,-46,-52,-58,-72,-58,-61,-66,-69,-74,-67,-71,-77,-69,-73,-71,-76,-72,-67
2,-43,-46,-52,-58,-72,-58,-61,-66,-69,-74,-67,-71,-77,-69,-73,-71,-76,-72,-67
2,-43,-46,-52,-58,-72,-58,-61,-66,-69,-74,-67,-71,-77,-69,-73,-71,-76,-72,-67
2,-43,-46,-52,-58,-72,-58,-61,-66,-69,-74,-67,-71,-77,-69,-73,-71,-76,-72,-67
2,-43,-46,-52,-58,-72,-58,-61,-66,-69,-74,-67,-71,-77,-69,-73,-71,-76,-72,-67
2,-43,-46,-52,-58,-72,-58,-61,-66,-69,-74,-67,-71,-77,-69,-73,-71,-76,-72,-67
2,-43,-46,-52,-58,-72,-58,-61,-66,-69,-74,-67,-71,-77,-69,-73,-71,-76,-72,-67
2,-43,-46,-52,-58,-72,-58,-61,-66,-69,-74,-67,-71,-77,-69,-73,-71,-76,-72,-67
2,-64,-38,-55,-62,-68,-57,-59,-67,-73,-78,-76,-64,-72,-71,-77,-72,-72,-71,-69
2,-64,-38,-55,-62,-68,-57,-59,-67,-73,-78,-76,-64,-72,-71,-77,-72,-72,-71,-69
2,-64,-38,-55,-62,-68,-57,-59,-67,-73,-78,-76,-64,-72,-71,-77,-72,-72,-71,-69
2,-64,-38,-55,-62,-68,-57,-59,-67,-73,-78,-76,-64,-72,-71,-77,-72,-72,-71,-69
2,-64,-38,-55,-62,-68,-57,-59,-67,-73,-78,-76,-64,-72,-71,-77,-72,-72,-71,-69
2,-64,-38,-55,-62,-68,-57,-59,-67,-73,-78,-76,-64,-72,-71,-77,-72,-72,-71,-69
2,-64,-38,-55,-62,-68,-57,-59,-67,-73,-78,-76,-64,-72,-71,-77,-72,-72,-71,-69
2,-64,-38,-55,-62,-68,-57,-59,-67,-73,-78,-76,-64,-72,-71,-77,-72,-72,-71,-69
2,-64,-37,-61,-61,-69,-54,-65,-68,-71,-73,0,-69,-69,-65,-73,-70,0,-69,-60
2,-64,-37,-61,-61,-69,-54,-65,-68,-71,-73,0,-69,-69,-65,-73,-70,0,-69,-60
2,-64,-37,-61,-61,-69,-54,-65,-68,-71,-73,0,-69,-69,-65,-73,-70,0,-69,-60
2,-64,-37,-61,-61,-69,-54,-65,-68,-71,-73,0,-69,-69,-65,-73,-70,0,-69,-60
2,-64,-37,-61,-61,-69,-54,-65,-68,-71,-73,0,-69,-69,-65,-73,-70,0,-69,-60
2,-64,-37,-61,-61,-69,-54,-65,-68,-71,-73,0,-69,-69,-65,-73,-70,0,-69,-60
2,-64,-37,-61,-61,-69,-54,-65,-68,-71,-73,0,-69,-69,-65,-73,-70,0,-69,-60
2,-64,-37,-61,-61,-69,-54,-65,-68,-71,-73,0,-69,-69,-65,-73,-70,0,-69,-60
2,-62,-40,-50,-61,-71,-60,-64,-67,-70,-75,-68,-67,-72,-72,-74,-74,-79,-78,-74
2,-62,-40,-50,-61,-71,-60,-64,-67,-70,-75,-68,-67,-72,-72,-74,-74,-79,-78,-74
2,-62,-40,-50,-61,-71,-60,-64,-67,-70,-75,-68,-67,-72,-72,-74,-74,-79,-78,-74
2,-62,-40,-50,-61,-71,-60,-64,-67,-70,-75,-68,-67,-72,-72,-74,-74,-79,-78,-74
2,-62,-40,-50,-61,-71,-60,-64,-67,-70,-75,-68,-67,-72,-72,-74,-74,-79,-78,-74
2,-62,-40,-50,-61,-71,-60,-64,-67,-70,-75,-68,-67,-72,-72,-74,-74,-79,-78,-74
2,-62,-40,-50,-61,-71,-60,-64,-67,-70,-75,-68,-67,-72,-72,-74,-74,-79,-78,-74
2,-62,-40,-50,-61,-71,-60,-64,-67,-70,-75,-68,-67,-72,-72,-74,-74,-79,-78,-74
2,-62,-40,-50,-61,-71,-60,-64,-67,-70,-75,-68,-67,-72,-72,-74,-74,-79,-78,-74
2,-67,-53,-47,-55,-71,-57,-60,-73,-71,-69,-71,-66,-71,-71,0,-74,0,-69,-73
2,-67,-53,-47,-55,-71,-57,-60,-73,-71,-69,-71,-66,-71,-71,0,-74,0,-69,-73
2,-67,-53,-47,-55,-71,-57,-60,-73,-71,-69,-71,-66,-71,-71,0,-74,0,-69,-73
2,-67,-53,-47,-55,-71,-57,-60,-73,-71,-69,-71,-66,-71,-71,0,-74,0,-69,-73
2,-67,-53,-47,-55,-71,-57,-60,-73,-71,-69,-71,-66,-71,-71,0,-74,0,-69,-73
2,-67,-53,-47,-55,-71,-57,-60,-73,-71,-69,-71,-66,-71,-71,0,-74,0,-69,-73
2,-67,-53,-47,-55,-71,-57,-60,-73,-71,-69,-71,-66,-71,-71,0,-74,0,-69,-73
